instanța	cod	site	email	telefon	fax	program	adresa																		
Judecătoria SECTORUL 1 BUCUREŞTI	JudecatoriaSECTORUL1BUCURESTI	http://portal.just.ro/299/SitePages/prezentare.aspx	jud-sector1@just.ro	021 – 318.77.01	 021 – 313.21.73	"ARHIVA CIVILĂ : camera 125 - 126, subsol
Program cu publicul (studiu condici şi studiu dosare):
LUNI - MIERCURI : orele 9 - 13.
JOI : orele 9 - 12
REGISTRATURĂ : camera 220, parter
• Eliberări sentinţe legalizate, titluri executorii şi certificate de grefă :
Program cu publicul: MARŢI şi JOI : orele 10 - 13
Cererile de eliberare a hotărârilor legalizate, a titlurilor executorii şi a certificatelor de grefă, se depun la ARHIVA CIVILĂ (camera 125-126, subsol) în zilele de LUNI şi MIERCURI, între orele 9 - 11.
REGISTRATURĂ : camera 219, parter
• Primiri cereri de chemare în judecată (altele decât cereri de încuviinţare executare silită):
Program cu publicul: LUNI și MIERCURI : orele 9 - 13; MARȚI, JOI și VINERI : 9 - 12.
 • Primiri cereri de încuviinţare executare silită :
Program cu publicul: MARŢI şi JOI : orele 12 - 13.
• Primiri acte pentru depunere la dosar (inclusiv apeluri şi recursuri):
Program cu publicul: LUNI-JOI : orele 9 - 13; VINERI : 9 - 12.
BIROU PERSOANE JURIDICE (ASOCIAŢII ŞI FUNDAŢII) : camera 211, parter
Program cu publicul: 
• Depuneri și eliberări acte :
LUNI, MARȚI, JOI : orele 9 - 13.
BIROU EXECUTĂRI CIVILE : camera 123, subsol
Program cu publicul : MARȚI și JOI : orele 9 - 12.
B.I.R.P. ( Biroul de Informare şi Relaţii Publice ) :  camera 221, parter
Program cu publicul: Luni : 10 – 19; Marţi – Vineri : 9 - 13.
SECŢIA PENALĂ :
Program cu publicul :
 
• Primiri acte pentru legalizări (se depun la arhiva penală-cam. 130) : LUNI şi MARŢI, orele 9 - 11.
• Eliberări de copii legalizate: Marţi, orele 11 - 12 (la o săptămână de la depunere).
• Certificatele de grefă se depun la arhiva penală în perioada programului de lucru cu publicul şi se eliberează în aceeaşi zi de grefierul şef al secţiei penale, etaj 1, cam. 316
Arhiva Penală: subsol, camera 130.
Program cu publicul: Luni, Marţi şi Miercuri : orele 9 - 13 (studiu dosare, studiu condici); JOI şi VINERI : 9 - 13 (studiu condici şi studiu dosare, în măsura în care se dovedeşte urgenţa);
Biroul Executări Penale: parter, cam. 221.
Program cu publicul : LUNI-JOI : orele 9 - 13; VINERI : 9 - 12."	Bucureşti, str. Danielopol Gheorghe nr. 2-4, sector 4																		
Judecătoria SECTORUL 2 BUCUREŞTI	JudecatoriaSECTORUL2BUCURESTI	http://portal.just.ro/300/SitePages/prezentare.aspx	jud-sector2@just.ro	021/4083600	021/4083622	"Grefier-şef Secţia Civilă/ Grefier-şef Secţia penală – etajul 3, cam. 347
Program cu publicul: marţi – 13.00 – 15.00 
Biroul de Informare şi Relaţii Publice – parter, cam. 040
Program cu publicul: luni – 08.00 – 19.00 , marţi, miercuri, joi, vineri – 08.00 – 16.00
Registratura – parter, cam. 035
Program cu publicul: zilnic (luni, marţi, miercuri, joi, vineri) – 10.00 – 14.00 
Registratura - Biroul executări silite - parter, cam.  035
Program cu publicul (primiri dosare): luni , marţi şi miercuri– 10.00 – 14.00 
Biroul persoane juridice - asociaţii de proprietari ( legalizări )– et.1, cam. 107 bis
Program cu publicul: miercuri şi joi– 13.00 – 15.00   
Biroul persoane juridice –Asociaţii şi fundaţii/sindicate  (primiri dosare, legalizări, cereri privind eliberarea certificatelor de înscriere în Registru special si cereri de eliberare extras din Registru Asociaţiilor/Fundaţiilor) – et.1, cam. 107
Program cu publicul:  miercuri şi joi – 13.00 – 15.00  
Arhiva civilă – parter, cam. 034
Program cu publicul: luni ,marți, miercuri – 10.00 – 14.00 , joi – 09.00 – 14.00, vineri  08.30- 11.30 
NOTĂ:  Persoanele care solicită eliberarea de copii legalizate de pe sentinţele pronunţate de Judecătoria Sectorului 2 Bucureşti, vor depune cererea de legalizare şi taxa de timbru aferentă în cadrul Serviciului Arhivă. 
Arhiva - executări silite – parter, cam. 034
Program cu publicul ( eliberări încheieri încuviinţare executare silită):  parter, cam.  034, luni, marți, miercuri – 10.00 – 14.00 , joi – 09.00 – 14.00 
Arhiva penală – parter, cam. 036
Program cu publicul: luni,marți, miercuri – 10.00 – 14.00,  joi – 09.00 – 14.00, vineri  08.30- 11.30   
Biroul executări penale – parter, cam. 037  
Program cu publicul: marţi şi joi – 09.00 – 13.00"	Bucureşti, Sector 3, Bd. Unirii nr. 37																		
Judecătoria SECTORUL 3 BUCUREŞTI	JudecatoriaSECTORUL3BUCURESTI	http://portal.just.ro/301/SitePages/prezentare.aspx	jud-sector3@just.ro	021.313.29.90, 021.313.29.91, 021.313.26.74, 021.313.27.77	021.313.29.35	"a) Registratura:
- luni - vineri intre orele 09,00-13,00 
- luni - joi 09,00-13,00 intre orele pentru depunerea cererilor de incuviintare executare silita
b) Arhiva civila:
- luni - vineri intre orele 09,00-13,00  
c) Arhiva penala:
- luni - vineri intre orele 09,00-13,00 
d) Biroul de informare si relatii cu publicul luni - vineri intre orele 08,00-16,00 
e) Biroul executari penale:
- marti si joi intre orele 09,00-13,00.
f) Biroul executari civile:
- luni si joi intre orele 09,00-13,00.
g) Asociatii, fundatii si sindicate:
- luni intre orele 08,30-12,30 (depuneri de cereri de acordare personalitate juridica / modificare
acte constitutive; alte informatii / arhiva / legalizari).
- asociatii de proprietari joi intre orele 10,00-12,00."	strada Ilfov, nr. 6, sector 5 Bucureşti																		
Judecătoria SECTORUL 4 BUCUREŞTI	JudecatoriaSECTORUL4BUCURESTI	http://portal.just.ro/4/SitePages/instanta.aspx	jud-sector4@just.ro	021 318 77 01;  021 318 77 02;  021 318 77 03	021 313 89 30	...	str. Gheorghe Danielopol nr. 2-4, sector 4 Bucureşti																		
Judecătoria SECTORUL 5 BUCUREŞTI	JudecatoriaSECTORUL5BUCURESTI	http://portal.just.ro/302/SitePages/prezentare.aspx	jud-sector5@just.ro	021.319.51.80 ; 021.319.51.81 ; 021.319.51.83	0372.12.53.89	"- ARHIVA CIVILA – subsol camera 36 - interior 220
Luni, Marti, Miercuri, Joi, Vineri între orele 09:00 - 13:00 (exceptie în zilele de sarbatori legale si zilele declarate libere de Guvern)
- ARHIVA PENALA – subsol camera 38
Luni, Marti, Miercuri, Joi, Vineri între orele 09:00 - 13:00 (exceptie în zilele de sarbatori legale si zilele declarate libere de Guvern)
- REGISTRATURA - Legalizari / Primiri Acte – subsol camera 44
Luni, Marti, Miercuri, Joi, Vineri între orele 09:00 - 13:00 (exceptie în zilele de sarbatori legale si zilele declarate libere de Guvern)
- REGISTRATURA / JUDECATORUL DE SERVICIU – subsol camera 42
Luni, Marti, Miercuri, Joi, Vineri între orele 09:00 - 13:00 (exceptie în zilele de sarbatori legale si zilele declarate libere de Guvern)
- BIRP (BIROUL DE INFORMARE SI RELATII CU PUBLICUL) – subsol camera 35 - interior 219
Luni, Marti, Miercuri, Vineri între orele  08:00 - 16:00, Joi între orele 08:00 - 18:00 (exceptie în zilele de sarbatori legale si zilele declarate libere de Guvern)
- BIROUL DE EXECUTARI SILITE - subsol camera 38 - Program eliberari a încheierilor de încuviintare executare silita
JOI - între orele 9:00 - 13:00 (exceptie în zilele de sarbatori legale si zilele declarate libere de Guvern)
- Departamentul de înregistrare a persoanelor juridice de drept privat fara scop patrimonial (asociatii, fundatii, sindicate) - subsol camera 35
Marţi între orele 10:00 - 13:00, Joi între orele 10:00 - 13:00"	Splaiul Independentei, nr.5, sector  4 Bucuresti																		
Judecătoria SECTORUL 6 BUCUREŞTI	JudecatoriaSECTORUL6BUCURESTI	http://portal.just.ro/303/SitePages/prezentare.aspx	jud-sector6@just.ro	021.637.23.18; 021.637.23.19; 021.637.23.20	021.637.23.23	"PROGRAMUL DE LUCRU CU PUBLICUL:
- compartimentul arhiva – camera 121,
luni, marti, miercuri, vineri – între orele 09:00-13:00, joi – între orele 09:00-14:00.
- compartimentul registratura si grefierul  de serviciu – camera 114:
luni, marti, miercuri, vineri – între orele 09:00-13:00, joi – între orele 09:00-14:00.
- compartimentul  executari penale – camera 102:
luni, marti, miercuri, joi si vineri – între orele 10:00-12:00.
- compartimentul executari contraventionale – camera 101:
luni, marti, miercuri si vineri – între orele 09:00-13:00 si joi – între orele 09:00-14:00.
- compartimentul persoane juridice si sindicate – camera 101:
luni, miercuri, vineri– între orele 11:00-13:00  pentru primirea cererilor;
marti – între orele 11:00-13:00 si joi, între orele 12:00-14:00, pentru legalizari si certificate. 
- compartimentul acordarea personalitatii juridice asociatiilor  de proprietari – camera 101:
marti si joi – între orele 11:00-13:00;
- compartimentul executari silite – camera 101:
luni, marti, miercuri,  joi si vineri – între orele 09:00-11:00;
- biroul de relatii de interes public – camera 101:
luni, marti, joi si vineri – între orele 08:00-16:00, iar miercuri– între orele 08:00-19:00;"	str. Stirbei Voda nr.115, sector 1, Bucuresti																		
Judecătoria SEGARCEA	JudecatoriaSEGARCEA	http://portal.just.ro/304/SitePages/prezentare.aspx	judecatoria.segarcea@just.ro	0251/210327	0251/210327	"Programul Biroului de informaţii şi relaţii publice:
- Luni, Marţi, Miercuri, Vineri : 8,00 - 15,30
- Joi:8,00- 18,30"	Segarcea, str.Unirii, nr.60, judeţul Dolj																		
Judecătoria SFÂNTU GHEORGHE	JudecatoriaSFANTUGHEORGHE	http://portal.just.ro/305/SitePages/prezentare.aspx	jud.sfgheorghe@just.ro	0267315072	0267315072	"Programul de funcţionare al instanţei:
-de luni până vineri între orele 8:00-16:00
Programul cu publicul la registratură (cam. 50):
-de luni până joi între orele 9:00-13:00
-vineri între orele 10:00-12:00
Programul judecătorului de serviciu pentru primiri cereri de divorţ (cam.39):
-marţi şi joi 12:00-13:00"	Sf. Gheorghe, str. Kriza János, nr. 2, jud. Covasna																		
Judecătoria SIBIU	JudecatoriaSIBIU	http://portal.just.ro/306/SitePages/prezentare.aspx	jud.sibiu@just.ro	0269-217104	0269-211314	"Registratură:   
Luni - Joi 8:30 – 12:30 (între orele 11:30 – 12:30 au prioritate executorii judecătoreşti)
Vineri 8:30 – 11:30 (între orele 10:30 – 11:30  au prioritate executorii judecătoreşti)
Registratură program pentru avocaţi:
Luni - Vineri 8:30 – 9:30
Arhivă:
Luni - Joi 8:30 – 12:30
Vineri 8:30 – 11:30
Programul la Registratură pentru inregistrarea divorţurilor este:
Marti si Joi 10:00 – 11:30
Birou informaţii şi relaţii cu publicul: 
Luni - Vineri 8:00 – 16:00
Miercuri 8:00 – 19:00
Program pentru restituiri cauţiuni şi taxe judiciare de timbru:
Marţi şi Joi 12:00 – 13:00"	Sibiu, B-dul Victoriei nr.11, jud. Sibiu																		
Judecătoria SIGHETU MARMAŢIEI	JudecatoriaSIGHETUMARMATIEI	http://portal.just.ro/307/SitePages/prezentare.aspx	jud-sighet@just.ro	0262-311470	0362-819079	...	Sighetu Marmaţiei, jud.Maramureş, strada Corneliu Coposu  nr.2																		
Judecătoria SIGHIŞOARA	JudecatoriaSIGHISOARA	http://portal.just.ro/308/SitePages/prezentare.aspx#	judecatoria.sighisoara@just.ro	0265 - 77.18.51	0265 - 77.37.28	"1. REGISTRATURA - situată la parter, camera 8
zilnic între orele 8:00 – 12:00
2. ARHIVA - situată la parter, camera 9
zilnic între orele 8:00 – 12:00
- Eliberarea copiilor hotărârilor judecătoreşti cu menţiunile că sunt definitive şi irevocabile se efectuează  zilnic între 11:00-12:00
- Consultarea arhivei vechi a Judecătoriei Sighişoara, respectiv a dosarelor anterioare anului 2000, se efectuează numai în zilele de vineri între 9:30 – 11:30
3. BIROUL DE INFORMAŢII ŞI RELAŢII CU PUBLICUL – situat la parter, camera 8
zilnic între 8:00-13:00
luni între 15:30-18:30"	Sighişoara, jud. Mures, str. Justiţiei, nr.3, Cod poştal 545400																		
Judecătoria ŞIMLEUL SILVANIEI	JudecatoriaSIMLEULSILVANIEI	http://portal.just.ro/309/SitePages/prezentare.aspx	jud-simleu@just.ro	0260-676696	0260-676696	"Program cu publicul: Luni-Vineri, orele 9-13
Program de funcționare: Luni-Vineri orele 08-16"	Şimleu Silvaniei, Piaţa Iuliu Maniu, nr.1, judeţul Sălaj, cod postal: 55300																		
Judecătoria SINAIA	JudecatoriaSINAIA	http://portal.just.ro/310/SitePages/prezentare.aspx	jud.sinaia@just.ro	0244310951	0244311061, 0244310952	"Programul de lucru cu publicul :
Grefierul şef: Luni – Vineri - 9:00 - 13:00
Biroul de informare şi relaţii publice: Luni – Vineri - 8:00 – 16:00; Luni - 15:30 – 18:30
Arhiva -Registratură: Luni – Vineri - 9:00 - 13:00; Joi - 10:00 - 14:00
Judecătorul de serviciu: Luni – Vineri - 9:00 - 13:00; Joi - 10:00 - 14:00  
Ora de începere a şedinţelor de judecată este ora 9:00"	Aleea Dreptăţii, nr. 1, Sinaia, jud. Prahova, cod poştal 106100																		
Judecătoria SLATINA	JudecatoriaSLATINA	http://portal.just.ro/311/SitePages/prezentare.aspx	judecatoria-slatina@just.ro	0249435526	0249432663	...	Slatina, Str. Lipscani nr. 49, Cod postal 230079, Jud. Olt																		
Judecătoria SLOBOZIA	JudecatoriaSLOBOZIA	http://portal.just.ro/312/SitePages/prezentare.aspx	jud-slobozia@just.ro	0243 236 953	0243 233 666	"Program de functionare al Judecatoriei Slobozia:
Luni - Vineri: 07:30 - 15:30
Program de audiente:
Biroul de informare si relatii publice - Purtator de cuvant : jud. Andrei Adriana: Luni : 08:30-17:30 ; Marti - Vineri : 08:30-15:30
Program de lucru cu publicul:
Registratura (Camera 6): 08:30-12:30
Arhiva: 08:30-12:30"	Slobozia, judeţul Ialomiţa, Bd. Cosminului, nr. 12																		
Judecătoria STREHAIA	JudecatoriaSTREHAIA	http://portal.just.ro/313/SitePages/prezentare.aspx	jud-strehaia-reg@just.ro	0252 - 370030	0252-371149	"Arhivă:
Luni: 9:00 - 13:00
Marţi: 9:00 - 13:00
Miercuri: 9:00 - 13:00
Joi : 9:00 - 13:00; 15:30 - 18:30
Vineri : 9:00 - 13:00
Registratură:
Zilnic între orele 9:00 - 13:00"	Strehaia, str. Republicii, nr. 201, judeţul Mehedinţi																		
Judecătoria SUCEAVA	JudecatoriaSUCEAVA	http://portal.just.ro/314/SitePages/prezentare.aspx	jud-suceava@just.ro	0230-214948	0230-530025	Judecătoria Suceava îşi desfăşoară activitatea în intervalul orar 8,00 - 16,00.	Suceava, str. Ştefan cel Mare nr.62, jud. Suceava																		
Judecătoria TÂRGOVIŞTE	JudecatoriaTARGOVISTE	http://portal.just.ro/315/SitePages/prezentare.aspx	jud-targoviste@just.ro	0245/615298	0245/615298 int 289	"Programul de functionare al instantei:
 Luni - Vineri  8.00 - 16.00
Programul de lucru cu publicul al Arhivei si Registraturii:
Luni - Vineri  09.00 - 13.00
Programul Biroului de Informare si Relatii Publice:
Luni - Vineri 8.00 - 16.00
Programul compartimentului ""Asociatii si fundatii"" eliberare inscrisuri:
Luni 10.00 - 15.00
Joi   10.00 - 15.00"	Bulevardul Independenţei, nr. 32 - 34, Târgovişte, judeţul Dâmboviţa cod 130104																		
Judecătoria TÂRGU BUJOR	JudecatoriaTARGUBUJOR	http://portal.just.ro/316/SitePages/prezentare.aspx	petruta.musat@just.ro	0236/834312	0236/340749	Programul de lucru cu publicul se desfăşoară între orele 8:00 - 16:00	Târgu Bujor, str. G-ral Eremia Grigorescu, nr. 77, Jud. Galaţi																		
Judecătoria TÂRGU JIU	JudecatoriaTARGUJIU	http://portal.just.ro/318/SitePages/prezentare.aspx	jud-tgjiu@just.ro	0253/218661; 0253/213964	0253/212.666	"ARHIVĂ:
Luni -Vineri  - 09.00 - 13.00
Joi    -  09.00 - 15.00
REGISTRATURĂ:
Luni -Vineri  - 09.00 - 13.00
Joi    - 09.00 - 15.00 
FUNDAŢII ŞI ASOCIAŢII:  
 Miercuri  -  10.00 - 13.00
PROGRAM DIVORTURI:
DEPUNERE ACTE
Marti - 09.00 - 13.00  
EELIBERARE ACTE
Marti  - 14.00 - 16.00
PROGRAM EXECUTĂRI CIVILE: 
Eliberări titluri executorii
Vineri - 12.00-14.00
PROGRAM EXECUTĂRI PENALE
Miercuri - 10.00-13.00
Vineri   -  10.00-13.00"	Str. Tudor Vladimirescu, nr. 34, Tg-Jiu, Judeţul Gorj																		
Judecătoria TÂRGU LAPUŞ	JudecatoriaTARGULAPUS	http://portal.just.ro/319/SitePages/prezentare.aspx	jud-tglapus@just.ro	0262-384146	0262-384130	...	Str. Liviu Rebreanu nr. 77, 435600. Târgu - Lăpuş, Jud. Maramureş																		
Judecătoria TÂRGU MUREŞ	JudecatoriaTARGUMURES	http://portal.just.ro/320/SitePages/prezentare.aspx	judecatoria.tgmures@just.ro	0265 260919	0265 260580	"Registratura instanţei - camera 67/A :
Luni – Vineri - orele 8,00 – 12,00
Arhiva civila a instanţei - camera 90 :
Luni - Joi intre orele 8,00 – 12,00
Miercuri intre orele 15,00 – 17,00
Vineri - intre orele 8,00 – 12,00
Arhiva penala a instanţei - camera 96 : 
Luni - Joi intre orele 8,00 – 12,00
Miercuri intre orele 15,00 – 17,00
Vineri - intre orele 8,00 – 12,00
Biroul relaţii cu publicul şi presa : 
Luni - Vineri intre orele 8,00 – 12,00
Miercuri - intre orele 8,00 – 17,00"	Tîrgu-Mureş, jud. Mureş, str. Justiţiei, nr.1, cod 540069																		
Judecătoria TĂRGU NEAMŢ	JudecatoriaTARGUNEAMT	http://portal.just.ro/321/SitePages/prezentare.aspx	jud-targuneamt@just.ro	0233.790.844	0233.790.844	"Program compartimente arhivă și registratură:
Primiri acţiuni: Luni-vineri între orele 9-10 
Relaţii cu publicul: Luni-vineri între orele 9-13 
Eliberări certificate: Luni-vineri între orele 12-13"	Str. Mihai Eminescu, bl. M11, sc.C, Cod poştal 615200, Târgu Neamţ, jud. Neamţ																		
Judecătoria TÂRGU SECUIESC	JudecatoriaTARGUSECUIESC	http://portal.just.ro/322/SitePages/prezentare.aspx	jud.tgsecuiesc@just.ro	0267.364.839	0267.361.259	"Programul de lucru: 8:00 - 16:00 
Programul cu publicul la arhivă:luni, marţi, miercuri şi vineri între orele 9:00 – 13:00; joi între orele 9:00 -  15:00
Programului de lucru al Biroului de informare şi relaţii publice: 8:00 – 16:00, cu excepţia zilei de joi când programul este de la 8:00 – 18:30."	Strada Ady Endre nr. 5, Municipiul Târgu - Secuiesc, Jud. Covasna																		
Judecătoria TÂRGU-CĂRBUNEŞTI	JudecatoriaTARGUCARBUNESTI	http://portal.just.ro/317/SitePages/prezentare.aspx	jud-tgcarbunesti@just.ro	0253.378.622	0253.378.622	"Arhivă: zilnic, 9.00-13.00
Biroul de informare şi relaţii cu publicul: Luni, Marţi, Joi, Vineri 8.00-16.00; Miercuri  8.00-18.00"	Gorj, Tg-Carbunesti, Str. Trandafirilor, Nr.45																		
Judecătoria TÂRNAVENI	JudecatoriaTARNAVENI	http://portal.just.ro/323/SitePages/prezentare.aspx	judecatoria.tarnaveni@just.ro	0265/443714	"0265/443714 - Secretariat
0265/446897 - Arhiva"	"Program cu publicul: între orele 8 – 12 iar în zilele de joi între orele 8 – 12 şi 13 – 18.
Programul de activitate al compartimentelor instanţei:7,30 – 15,30"	Str. Republicii, nr. 44, Cod poştal 54600, Târnăveni, Jud. Mureş																		
Judecătoria TECUCI	JudecatoriaTECUCI	http://portal.just.ro/324/SitePages/prezentare.aspx	beatrice.ciuciu@just.ro	0236/820039; 0236/820041;	0236/829610;	"Programul de lucru al instanţei: 08:00-16:00, de luni până vineri.
Programul cu publicul al biroului arhivă din cadrul instanţei se desfăşoară zilnic între orele 09:00- 13:00.
Programul judecătorului de serviciu se desfăşoară zilnic între orele 10:00-12:00.
Programul Biroului de informare şi Relaţii Publice se desfăşoară zilnic în timpul programului de lucru al instanţei, iar in ziua de miercuri a fiecărei săptămâni, programul acestui birou se prelungeşte cu încă doua ore, respectiv de la 16:00-18:00.
Programul Biroului executări penale se desfăşoară zilnic între orele 08:00-16:00;
Programul Biroului executări contravenţionale se desfăşoară zilnic între orele 08:00-16:00."	Str. Costache Racoviţă nr. 28 bis, Municipiul Tecuci, Judeţul Galaţi, cod 805300																		
Judecătoria TIMIŞOARA	JudecatoriaTIMISOARA	http://portal.just.ro/325/SitePages/prezentare.aspx	jud-timisoara@just.ro, jud-timisoara-reg@just.ro	0256/498054, 0256/494650, 0256/494651	0256/490525	"REGISTRATURA- camera 8, parter: LUNI-VINERI între orele 8.30 şi 12.30
ARHIVA – camera 9, parte: LUNI-JOI între orele 8.30 şi 12.30
BIROUL DE INFORMAŢII ŞI RELAŢII CU PUBLICUL – camera 21, parter: LUNI-MIERCURI ŞI VINERI între orele 10.00 şi 14.00; JOI între orele 10.00 şi 14.00 şi 15.00 şi 18.00
SECTORUL DE ASOCIAŢII ŞI FUNDAŢII - camera 16, parter: LUNI ŞI JOI între orele 12.00 şi 14.00 – eliberare acte"	Timişoara, P-ța Tepeș Vodă nr. 2A, Cod poştal 300055,  Judeţul Timiş																		
Judecătoria TOPLIŢA	JudecatoriaTOPLITA	http://portal.just.ro/326/SitePages/prezentare.aspx	judecatoria-toplita@just.ro, jud-toplita-reg@just.ro (comunicare acte de procedura)	0266.341.230	0266.343.130	"Arhivă - Registratură: Luni - Vineri: 08:00-12:00; Joi: 08:00-12:00 şi 15:00-18:00
Compartiment relaţii cu publicul: Luni - Vineri: 08:00-12:00  "	Str. Nicolae Bălcescu, nr. 48, mun. Topliţa, jud. Harghita, cod 535700																		
Judecătoria TOPOLOVENI	JudecatoriaTOPOLOVENI	http://portal.just.ro/828/SitePages/prezentare.aspx	judecatoria-topoloveni@just.ro	0248/666813	0248/666274	"Compartimentul arhivă şi registratură: L-V : 8,00 - 12,00
Biroul judecătorului de serviciu: L-V : 9,00 - 12,00
Compartimentul executări penale: L-V : 8,00 - 12,00
Biroul executări contravenţionale: L-V : 8,00 - 12,00"	Calea Bucureşti, nr. 111, Topoloveni, Argeş																		
Judecătoria TULCEA	JudecatoriaTULCEA	http://portal.just.ro/327/SitePages/prezentare.aspx	judecatoria-tulcea@just.ro	"Compartiment Arhivă: 0240/504275
Compartiment Executări Penale: 0240/504232
Compartiment Grefier-Şef: 0240/517845"	0240/511292	"Instanţă: Luni - Vineri 08:00-16:00
Program de lucru cu publicul la compartimentul ARHIVĂ: Luni – Vineri: 09:00 - 13:00"	Tulcea, Str. Toamnei, nr. 15, judeţul Tulcea, cod poştal 820127																		
Judecătoria TURDA	JudecatoriaTURDA	http://portal.just.ro/328/SitePages/prezentare.aspx	jud-turda-reg@just.ro	0264/311985	0264/311851	"Programul de lucru al instituţiei: Luni-Vineri 08.00-16.00 
Registratura: Luni – Vineri 08.30-12.30
Arhiva: Luni – Joi 08.30-12.30
Biroul de informare şi relaţii publice: Luni-Vineri 08.00-16.00; Miercuri 08.00-17.00
Biroul executări penale: vineri 10:00 – 12:00
Biroul persoane juridice: Luni – inregistrare cereri   - orele 10,00 – 12,00; Vineri 09-13.00- eliberări acte
Program inregistrare divorturi: joi – vineri 11:00 – 12:30"	str. Piata Romană Nr. 12, Cod poştal: 401139, Turda, jud. Cluj																		
Judecătoria TURNU MĂGURELE	JudecatoriaTURNUMAGURELE	http://portal.just.ro/329/SitePages/prezentare.aspx	judecatoria-turnumagurele@just.ro	0247/416045	0247/414580	"Şedinţele de judecată încep la ora 8.30 .
Acces instanță: Zilnic 8.00– 16.00
Arhiva: Zilnic 9.00–13.00 şi în fiecare zi de joi 16.00– 19.00
Studiu dosare instanţă: Zilnic 9.00 – 13.00
Biroul de Informare şi Relaţii Publice: Zilnic  8.00 -16.00  , cu excepţia zilei de joi, când programul este 16.00 – 19.00"	Str. 1 Decembrie nr. 6 ,Turnu Măgurele, Judeţul Teleorman, Cod: 145200																		
Judecătoria URZICENI	JudecatoriaURZICENI	http://portal.just.ro/330/SitePages/prezentare.aspx	jud-urziceni@just.ro	0243 250 843	0243 256 066	"Program de funcţionare al Judecătoriei Urziceni: Luni - Vineri: 07:30 - 15:30
Program de audienţe: Miercuri 11:00 - 14:00
Biroul de informare şi relaţii public: Luni, Marţi, Miercuri, Vineri: 07:30 - 15:30;   Joi: 07:30 - 17:30
"	Urziceni, str. Alexandru Ioan Cuza, nr. 9, cod postal 925300, judeţul Ialomiţa																		
Judecătoria VĂLENII DE MUNTE	JudecatoriaVALENIIDEMUNTE	http://portal.just.ro/331/SitePages/prezentare.aspx	jud.valeniidemunte@just.ro	0244/280946	0244/283360	"Grefierul şef: Luni - Vineri : 9:00 - 13:00
Biroul de informare şi relaţii publice: Luni - Vineri : 8:00 - 15:00
Arhiva: Luni - Vineri : 9:00 - 13:00
Judecătorul de serviciu: Luni - Vineri : 9:00 - 13:00
BIRP: Miercuri: 8:30 - 18:00"	Vălenii de Munte, Str. Tipografiei, nr. 1																		
Judecătoria VÂNJU MARE	JudecatoriaVANJUMARE	http://portal.just.ro/332/SitePages/prezentare.aspx	jud.vinjumare@just.ro	0252.350 436	0252.350 084	"Program registratura instanţei: Luni – Vineri : 09 - 13
Program arhiva instanţei: Luni – Vineri : 09 - 13
Programul Biroului de informare şi relaţii cu publicul este următorul: Luni: 08 – 19; Marţi - Vineri: 08 - 16."	Judecătoria Vanju Mare, strada Viilor nr. 5, judeţul Mehedinţi, cod poştal 225400.​																		
Judecătoria VASLUI	JudecatoriaVASLUI	http://portal.just.ro/333/SitePages/prezentare.aspx	daniela.pricopi@just.ro, cristina.mihaila@just.ro (grefier, primire corespondenta)	0235-311356, 0335-417861, 0335-417862	0235311356 - interior 140; 0335417862 - Executari penale		Str. Ing. Badea Romeo nr. 13, Vaslui																		
Judecătoria VATRA DORNEI	JudecatoriaVATRADORNEI	http://portal.just.ro/334/SitePages/prezentare.aspx	jud-vatradornei-gref@just.ro	0230-374341	0230-524082	"Programul de lucru începe la ora 8:00 şi se termină la ora 16:00.
La Judecătoria Vatra Dornei şedinţele de judecată se desfăşoară în fiecare zi a săptămânii, de marţi până vineri, conform programării, începând cu ora 9.
Arhivă: Luni - Vineri : 8,30 - 12,30
Registratură: Luni - Vineri: 8,30 - 12,30
Birou de informare şi relaţii publice: Luni 8,00 - 19,00; Marţi - Vineri 8,00 - 16,00"	str. Mihai Eminescu nr. 16A, cod 725700, Vatra Dornei, Suceava																		
Judecătoria VIDELE	JudecatoriaVIDELE	http://portal.just.ro/335/SitePages/prezentare.aspx	judecatoria-videle@just.ro	0247.453.117	0247.454.366	"Biroul arhivă – registratură: Zilnic, orele 09.00 – 13.00 şi în fiecare zi de joi 16.00– 20.00.
Biroul executări penale: Zilnic, orele 09.00 – 12.00
Judecător de serviciu (responsabil cu primirea cererilor, a acţiunilor de chemare în judecată, etc.): Zilnic, între orele 09.00 – 13.00, la compartimentul arhivă – registratură."	Str. Primăverii nr. 2,  jud. Teleorman, cod 145.300																		
Judecătoria VIŞEU DE SUS	JudecatoriaVISEUDESUS	http://portal.just.ro/336/SitePages/prezentare.aspx	"jud-viseu-reg@just.ro - Registratura Judecătoriei Vișeu de Sus -numai pentru comunicare acte în dosar
jud-viseu@just.ro - grefier șef"	0262- 355744	0262-355648		Str. Nicolae Labiş nr.1, 435700  Vişeu de Sus, Jud. Maramureş																		
Judecătoria ZALĂU	JudecatoriaZALAU	http://portal.just.ro/337/SitePages/prezentare.aspx	jud-zalau@just.ro	0260-612.296	0260-612.296	"PROGRAM CU PUBLICUL LA ARHIVĂ şi REGISTRATURĂ: etajul I,  orele 09 – 13
ARHIVA: ETAJ I, CAMERA 33
REGISTRATURA: ETAJ I, CAMERA 25"	Zalău, Str. Tudor Vladimirescu nr. 12, jud. Sălaj																		
